Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,have_error,is_empty,Pic_have_error,Pic_is_empty
77,34600000,2024-11-07T12:45:09.000Z,,310,1,0,no hashtage,2 Selfie of the text and text.,False,True,False,False
78,19000,2024-11-09T08:40:19.000Z,2,11,1,0,no hashtage,"1 person, hair, hooded trench coat and outdoor image.",False,True,False,False
79,2914000,2024-11-06T15:19:52.000Z,792000,331,0,1,"kawaii ,dish'",No Pic Description,False,False,False,True
80,353000,2024-11-06T19:01:27.000Z,383,20,0,1,no hashtage,No Pic Description,False,True,False,True
81,1197000,2024-11-02T23:44:45.000Z,,302,0,1,"genderrevealshow ,genderreveal ,genderrevealparty ,pregnancy ,pinkorblue ,heorshe ,gender ,babyshowerideas ,itsaboy ,itsagirl ,babyontheway ,Baby gender reveal ,baby shower decor ,viral ,viralreels ,instareels ,explore ,explorepage ,exploremore ,reel ,reelsinstagram ,reelsvideo",No Pic Description,True,False,False,True
82,62000,2024-10-15T01:52:16.000Z,,29,0,1,"explorepage ,Foreau ,reels ,instareels ,viralreels ,funnyreels ,friendship ,jugiyar ,bff ,instagram ,trending ,explorepage ,instagood ,reelsvideo ,fypyes ,quoteshedyay ,beautiful ,new ,trending",No Pic Description,True,False,False,True
83,198000,2024-10-11T10:34:39.000Z,10000,54,0,1,"Zhen milk dance challenge ,Zhen milk dance challenge ,Zhen milk dance challenge ,Bubbleta ,Bleak ,Joyce ,Tea shop '",No Pic Description,False,False,False,True
84,39000,2024-11-08T13:21:43.000Z,88228,39,0,1,"Taipei ,Taipei Hot Pot ,Taipei Spicy Pot ,Taipei Restaurant ,Taipei Dinner ,Taipei Food Recommendation ,Ximending Food '",No Pic Description,True,False,False,True
85,113000,2024-11-08T12:52:05.000Z,2,11,0,1,"trending ,love ,trendingreels ,trendingaudio'",No Pic Description,False,False,False,True
86,2724000,2024-10-02T18:05:12.000Z,18000,296,0,1,no hashtage,No Pic Description,False,True,False,True
87,434000,2024-10-28T15:10:15.000Z,232,3,1,0,no hashtage,No Pic Description,False,True,True,False
88,11000,2024-11-05T12:14:40.000Z,115,4,0,1,"Taitung ,Taito city ,Taitung dessert ,Happy Mung Bean Soup ,Mung Bean Coix Seed '",No Pic Description,True,False,False,True
89,31000,2024-09-28T04:00:07.000Z,6552,36,1,0,"A wild driftwoman robot created an event ,Landmark ,Camping package line online form ,Physical ticket sales ,Hello ,HourJungleCafé ,Yuanchuan users ,Quantity ,It's about to be open and not yet on sale '","One or more people, Liuhai, posters, magazines, calendars, and displayed texts are ""Loron 22-24 November 2024 Announdment of ۴ Festival Music 101 920 ETSRRecess E Egg O5 999979/1 Morimo Circle KTT FT GIGO is afraid that the fat group is afraid of the fat group Papunband Papun Band thanked the teenager Sorry Youth Sorry Youth Walking Wendy Wander Lily Zhou, she said lily Chou-Chou Chou L Shootup Earl Blanc Over The Top Sonnie Sonie Gent (Powered By Blessing] Rockkkkk ခွန် LOHTPNE OURED ""image.",True,False,False,False
90,11000,2024-11-11T11:11:04.000Z,693,9,0,1,"happylifepartnerday ,like ,viral'",No Pic Description,False,False,False,True
91,641000,2024-10-21T10:24:48.000Z,745000,667,0,1,no hashtage,No Pic Description,False,True,False,True
92,17000,2024-09-28T04:46:19.000Z,241,5,0,1,"Shilin Food ,Taipei Food ,Beanflower",No Pic Description,True,False,False,True
93,685000,2024-11-12T02:30:23.000Z,70000,108,1,0,no hashtage,The image of the text.,False,True,False,False
94,37000,2024-10-22T08:44:47.000Z,1242,13,0,1,"厅 啡 ,宫 宫 煦 天 行 行 ,Taipei ,Taipei Food ,gourmet food ,taipei ,Taipei Cafe ,taipei ,taipeifood ,Xingtian Palace Food ,Xingtian Palace Cafe ,pudding ,pudding ,foodphotography ,yummy ,dessert ,reels ,pasta'",No Pic Description,True,False,False,True
95,298000,2024-11-12T10:33:37.000Z,2720,8,0,1,"After the film ,Actress'",No Pic Description,True,False,False,True
96,21000,2024-10-29T04:19:15.000Z,,478,0,1,"POATRICHPAR ,sadedit ,sadstatus ,sadedits ,trendingreels ,trendingnow ,sadeditsemotional ,trendingaudio ,sadmovies ,sadheartfeelings ,bachchanfamily ,aishwaryarai ,Celiosity ,bollywoodmovies ,Bollywoodloway ,bollywoodlovers ,sadmovies'",No Pic Description,False,False,False,True
97,765000,2024-11-07T10:23:14.000Z,22000,37,0,1,"Golden Sky Series ,oreo'",No Pic Description,False,False,False,True
98,144000,2024-11-11T10:18:22.000Z,3,3,0,1,"hahababy ,There are more than 10,000 to give it all over 10,000",No Pic Description,True,False,False,True
99,51000,2024-10-04T01:24:04.000Z,46000,211,0,1,"Bestfriends ,loveislove ,bffgoals ,trendingreels'",No Pic Description,False,False,False,True
0,212000,2024-11-06T07:36:25.000Z,77000,180,0,1,no hashtage,No Pic Description,False,True,False,True
1,1390000,2024-11-12T09:18:44.000Z,5,23,1,0,no hashtage,Graffiti in text.,False,True,False,False
2,194000,2024-11-09T17:32:13.000Z,1650,13,0,1,no hashtage,No Pic Description,False,True,False,True
3,162000,2024-11-10T13:21:14.000Z,7320,14,1,0,chold,"5 people, bangs and text images.",True,False,False,False
4,39000,2024-11-09T12:18:55.000Z,423,63,0,1,"Tainan Food ,Tainan Food Notes ,Tainan brunch ,Tainan attraction ,Tainan ,Hong Kong -style tea '",No Pic Description,True,False,False,True
5,12550000,2024-08-28T18:42:46.000Z,4729000,711,0,1,no hashtage,No Pic Description,False,True,False,True
6,912000,2024-11-04T08:44:51.000Z,103000,247,0,1,no hashtage,No Pic Description,False,True,False,True
7,914000,2024-11-07T13:21:37.000Z,7552,42,1,0,"supreme ,stayreal","1 person, hat, horn buckle coat, jacket, hooded trench coat and text image.",True,False,False,False
8,281000,2024-11-10T12:15:43.000Z,15000,120,0,1,no hashtage,No Pic Description,False,True,False,True
9,12000,2024-11-10T11:56:10.000Z,11000,52,0,1,"LUCY ,Wonder Libet 2024 ,WONDERLIVET2024'",No Pic Description,False,False,False,True
10,151000,2024-11-10T04:34:00.000Z,255,2,1,0,no hashtage,"1 person, long coat, down jacket, horn buckle coat, flying jacket, raincoat, hooded trench coat, brush coat and text image.",False,True,False,False
11,470000,2024-11-05T17:46:24.000Z,105000,441,0,1,"ai ,babyfashion ,baby ,cute ,fyp ,lovely ,fashion'",No Pic Description,False,False,False,True
12,128000,2024-11-11T04:45:48.000Z,774,4,0,1,"Ida -hye ,Ida Honor Leader ,Cheerleader ,Kia Tigers ,Li Duohui ,cheerleaders ,Taiwanese baseball cheer ,Little Dragon Girl ,Tianmu Baseball Stadium '",No Pic Description,False,False,False,True
13,51000,2024-11-12T12:06:41.000Z,585,8,0,1,"Miquan Dragon ,Pepsi '",No Pic Description,True,False,False,True
14,26000,2024-11-12T07:07:29.000Z,245,1,1,0,"Aoyama stage ,Market ,20.24 million Huazhuo ,Hip -hop ,Roarnowbike ,WAN HU A","Lazy monkeys, posters, calendars and illustrations.",True,False,False,False
15,33000,2024-11-11T03:03:27.000Z,3199319999,35,1,0,"Thank you for watching the show ,Thank you fans who brush infinitely ,Thank you for giving so many support from Wumu University '","2 images of people, clarinet and concerts.",True,False,False,False
16,183000,2024-11-07T14:30:26.000Z,234000,168,0,1,"reel ,reelfel ,reelsinstagram ,reelsvideo ,relatable ,reelindia ,explorepage ,trendingreels ,fyp ,memes ,memesdaily'",No Pic Description,False,False,False,True
17,32000,2024-10-17T16:23:52.000Z,513,48,1,0,no hashtage,"1 person, beauty and hair close -up.",False,True,False,False
18,989000,2024-11-10T04:16:22.000Z,20000,106,1,0,"eminent ,Wan Guo Tong ,KK74 ,Funloader'",No Pic Description,True,False,True,False
19,114000,2024-11-11T12:25:48.000Z,1405,11,0,1,no hashtage,No Pic Description,False,True,False,True
20,9369,2024-11-09T07:15:11.000Z,122,0,1,0,no hashtage,"4 people, bangs, magazines, posters, concerts and text images.",False,True,False,False
21,740000,2024-11-06T05:38:16.000Z,6029,26,0,1,no hashtage,No Pic Description,False,True,False,True
22,125000,2024-11-07T09:10:00.000Z,8133,31,0,1,no hashtage,No Pic Description,False,True,False,True
23,30000,2024-11-08T11:09:32.000Z,2702,6,1,0,"lowiq01 ,lowiq01andtherhythmmakersplus ,Samurai ,Challenge 25 ,Hibiya No Outdoor Music Hall ,Ichikawa entertainer '",Lazy monkey and text images.,False,False,False,False
24,576000,2024-11-12T03:35:37.000Z,11000,67,1,0,"Maple Sugar Poster ,ELLE Living Circle ,McDonald's ,Thick bulletbuba ,McDonalds ,McDonald's Breakfast '",No Pic Description,True,False,True,False
25,29340000,2024-11-10T15:36:24.000Z,160000,122,0,1,no hashtage,No Pic Description,False,True,False,True
26,114000,2024-11-02T11:23:07.000Z,165000,313,0,1,"Istanbul ,istanbul ,Türkiye ,turkey ,bursa ,Swanjah ,Distribution ,Tourism in Turkey ,Trabzon ,North - Turkish ,Kuwait ,Saudi Arabia ,The UAE ,Qatar'",No Pic Description,True,False,False,True
27,14000,2024-11-06T22:35:00.000Z,45,2,0,1,"Sponsorship ,KEYTH ,Color Drags ,Pink magnet cushion ,Cushion recommendation ,Glow cushion ,Moist cushion ,Brilliance cushion ,Water light cushion ,Dry cushion ,Mulkwang Makeup '",No Pic Description,True,False,False,True
28,402,2024-11-11T13:27:44.000Z,574,0,0,1,"Yalda Clamp ,Coat_Night_Ilda ,Yalda ,Happy Yalda ,Yalda Papion ,Market ,Bazarardbell ,Broadcasting ,Yalda clamp ,Girl's bow tie ,Baby headband ,Happy Yalda ,Fantasy headband ,The accessory of the hair '",No Pic Description,True,False,False,True
29,332000,2024-11-12T09:36:59.000Z,23000,136,1,0,"Vulgarity ,Hiro 25 ,Honghong's second five shines blooming ,Public interest ,Korean artisan ,Zhao Juanzhou","1 person, hair and dress image.",True,False,False,False
30,52000,2024-10-28T10:00:27.000Z,4441,34,1,0,"Sacrifice ,EMERGEFEST ,Jerusalem 025 ,Adventure park ,HUSH ,Zoo nail house ,hue ,Helsinki Lambda Club ,Mindbody",No Pic Description,True,False,True,False
31,978000,2024-11-04T08:02:29.000Z,4678,28,0,1,"Akshakumar ,Akshaya 6882 ,Axis ,Akshayafan ,Akshayakumarkingdom ,akshaykumarstatus ,akshaykumarfanbase ,akshaykumarcomedy ,akshaykumarprideofindia ,Auxyemamus ,Akshayummeme ,akshaykumardaily ,akshaykumarfanclub ,akshaykumarforever ,akshaykumar2021 ,Auxy ,akshaykumarquotes ,akshaykumarmovies ,Khilakumar ,Khilakumar ,Khiladi ,Khilakumar ,akkiansforever ,Akkias ,Akkiasloway ,Akkias ,Khilakumar '",No Pic Description,True,False,False,True
32,10000,2024-10-31T03:46:11.000Z,179,10,1,0,no hashtage,No Pic Description,False,True,True,False
33,32000,2024-11-11T09:18:24.000Z,519,14,0,1,"Sanheyuan Old House ,Daughter eats Tainan ,Tainan ,Tainan Food ,Tainan Dinner ,Tainan barbecue ,Tainan brunch ,Tainan must eat ,Tainan New Store ,Tainan Snack '",No Pic Description,False,False,False,True
34,57000,2024-11-10T14:23:28.000Z,5526,5,1,0,no hashtage,"1 person, cloak and mini skirt image.",False,True,False,False
35,51000,2024-11-07T10:10:00.000Z,2861,3,0,1,"Miquan Dragon ,Thanksgiving '",No Pic Description,False,False,False,True
36,122000,2024-10-25T16:33:49.000Z,97000,158,0,1,"trending ,viral ,Foreau ,Nameart ,namevideo ,reelsinstagram ,lyrics ,trending ,marathilove ,Lovestory ,romantic ,reelinstagram ,goodnight ,reels ,insta ,Igtv ,instalove ,instareels ,statuslover ,love ,sad ,breakup ,bolloywood ,songs ,Whatsappastatus ,reelsinstagram ,reel ,explorelove ,explorepage'",No Pic Description,False,False,False,True
37,164000,2024-11-13T09:49:19.000Z,2,65,0,1,no hashtage,No Pic Description,False,True,False,True
38,4926,2024-11-11T07:14:03.000Z,48,2,0,1,"New family ,Family food ,Supermarket food ,Supermarket limit ,Supermarket dessert ,Emina ,Snack control ,Family dessert ,Family limitation ,Japanese snacks ,Family limitation ,Taiwan food ,Cheese ,Diet control ,Taichung Food ,Taoyuan Food ,Taipei Food '",No Pic Description,False,False,False,True
0,41000,2024-11-05T01:25:00.000Z,14000,261,0,1,"travel ,facts ,trip ,okay'",No Pic Description,False,False,False,True
1,209000,2024-11-09T09:37:06.000Z,359,1,1,0,groundsfootwear',"4 people, horn buckle coats, long coats and street images.",False,False,False,False
2,1459000,2024-11-09T13:10:43.000Z,22000,32,1,0,no hashtage,"5 people, Tokyo Tower and text images.",False,True,False,False
3,178000,2024-10-18T13:21:03.000Z,717,0,0,1,"Golden Bell 59 ,A Ken",No Pic Description,True,False,False,True
4,21000,2024-11-11T15:44:05.000Z,1182,14,1,0,"TizzyBac25th ,Shareholder meeting and new song listening meeting ,Railway Daily Limited '",No Pic Description,False,False,True,False
5,57000,2024-11-02T07:11:48.000Z,8853,148,0,1,"comedy ,camel ,cactus ,lemon ,fact ,test ,eat ,camelfact ,disassence ,meme ,funnyreel ,viralreel ,instaviral'",No Pic Description,False,False,False,True
6,9724,2024-11-12T08:32:12.000Z,395,5,1,0,"Solutions ,THESOLUTIONS ,Grand Mint Festival '","The image of the speaker, crowd and concert.",False,False,False,False
7,28000,2024-11-11T06:02:00.000Z,2840,43,1,0,no hashtage,5 people and concert images.,False,True,False,False
8,39000,2024-11-13T10:32:00.000Z,179,83,0,1,"Tainan ,tainanfood ,Tainan ,Tainan Food ,Tainan attraction ,Tainan afternoon tea ,Tainan Food Notes ,Tainan Travel ,Tainan Travel ,Tainan Food Map ,Tainan dessert ,Tainan Cafe """,No Pic Description,False,False,False,True
9,43000,2024-11-12T06:03:56.000Z,1686,0,1,0,no hashtage,No Pic Description,False,True,True,False
10,766000,2024-11-09T20:06:53.000Z,47000,253,0,1,no hashtage,No Pic Description,False,True,False,True
11,4280,2024-11-11T14:31:08.000Z,,12,1,0,"Pinkwibus ,ColorPop ,Inmylement ,SassyStyle ,ContentCreatorLife ,Streetstyle ,AestheticVibes ,ModelLifestyle ,BoldAndBright ,before_thia ,WinterFeels ,feelinggood ,Kissememore ,summervibes ,partyvibes ,Warm mood ,ugc ,ugccreator ,contentcreator ,commercialmodel'",No Pic Description,True,False,True,False
12,17000,2024-11-11T10:04:39.000Z,146,9,1,0,"Skirt coat ,Kataman_Majasi ,A long skirt coat ,Yalda dress ,Set_Ilda ,Long plase skirt ,Stylish skirt coat 'stylish skirt",No Pic Description,True,False,True,False
13,9369,2024-11-10T05:30:07.000Z,27,0,1,0,no hashtage,No Pic Description,False,True,False,True
14,84000,2024-11-11T17:09:04.000Z,90129,8,0,1,no hashtage,No Pic Description,False,True,False,True
15,4953000,2024-11-10T09:46:11.000Z,311000,310,0,1,no hashtage,No Pic Description,False,True,False,True
16,255000,2024-11-13T00:40:00.000Z,7953,70,1,0,"Tainan ,Tainan Food '","3 images of people, long hair, twilight, cloud and text.",False,False,False,False
17,40000,2024-10-22T04:00:19.000Z,3048,8,1,0,"Take the public transport and draw towels ,Free admission ,Rock Taichung 2024 ,ROCKINTAICHUNG'","Poster, magazine and text Pop art.",False,False,False,False
18,209000,2024-11-08T12:30:42.000Z,9500,24,1,0,"Livejapan life ,Likejapan_ Editor Department '","French fries, carton and text images.",False,False,False,False
19,23000,2024-11-08T13:19:02.000Z,9403,35,0,1,"Kaohsiung ,Kaohsiung Christmas ,Christmas tree ,Christmas ,merrychristmas ,christmas ,christmastree ,snowflake ,skmpark ,SKMPARKOUTLETS Kaohsiung Caoyi '",No Pic Description,True,False,False,True
20,433000,2024-09-15T12:30:00.000Z,17000,10,0,1,"food ,Street food ,indianstreetfood ,viralfood ,explore ,Runrophones ,reelfel ,Instagram Reels ,reels ,crispyfoodstation ,candy'",No Pic Description,False,False,False,True
21,139000,2024-11-07T04:32:11.000Z,66000,147,0,1,"Send you a unique heart ,DIY burning letter ,Handmade card material package ,Creative card ,Birthday gift ,INS Feng greeting card '",No Pic Description,False,False,False,True
22,480000,2024-11-09T08:00:00.000Z,2263,5,1,0,"Mariko Akama ,Yoshida Einen ,Keisuke Nishito ,Tomohiro Ikeda ,Momoka Kitano ,Sannanoichi ,Sannanoichi ,Ryotaro Kawaguchi ,Moe Hirao ,Yuki Komasui ,Aputure ,BABE ,actor ,actor ,movie ,Short film ,Short drama ,Koneko Film '","2 people, everyone is reading, everyone stands and text images.",True,False,False,False
23,141000,2024-11-08T04:07:05.000Z,1533,79,0,1,no hashtage,No Pic Description,False,True,False,True
24,43000,2024-11-12T10:03:33.000Z,3,51,0,1,no hashtage,No Pic Description,False,True,False,True
25,348000,2024-10-22T11:38:43.000Z,12000,51,0,1,"reels ,food ,Foreau ,fyp ,feed ,viral ,indonesia ,homemade ,foodstagram ,foodphotography ,jakarta ,bandung ,malaysia ,surabaya ,foodies ,cheap ,snack ,at home ,culinary ,catering ,Healthy ,kulinerjakarta ,Kulinarymancy '",No Pic Description,False,False,False,True
26,787000,2024-10-27T04:52:21.000Z,14000,47,1,0,no hashtage,No Pic Description,False,True,True,False
27,168000,2024-11-08T20:51:12.000Z,3636,44,1,0,no hashtage,No Pic Description,False,True,True,False
28,12000,2024-11-11T20:15:04.000Z,332,20,1,0,no hashtage,The image of the text.,False,True,False,False
29,295000,2024-11-06T18:29:10.000Z,1106,9,1,0,no hashtage,No Pic Description,False,True,True,False
30,668000,2024-10-17T07:41:22.000Z,3144000,190,0,1,"polarbear ,aiart ,artcommunity ,cub ,cutebear ,art ,polar ,arctic ,ice-cream'",No Pic Description,True,False,False,True
31,9125,2024-10-12T12:21:57.000Z,126,4,0,1,"Hualien ,Hualien City ,Hualien Food ,gourmet food ,gourmet food ,Hualien Travel ,trip ,Hualien attraction ,Attraction ,Hualien Restaurant ,Dining room ,Hualien Travel ,travel ,Taiwan travel ,Taiwan attraction ,Hualien Travel ,Hualien must eat ,Must eat ,Dinner ,family ,Couple ,student ,Donghua University ,Tzu Chi University ,cafes ,Hualien Cafe ,Baking ,dessert'",No Pic Description,True,False,False,True
32,132000,2024-11-08T10:32:22.000Z,620,12,0,1,"Cherish life ,Chen Peixian Jesslyn ,A Rong and Ayu '",No Pic Description,False,False,False,True
33,862000,2024-11-09T17:02:56.000Z,6054,173,0,1,"cardtrick ,cardmagic ,cardgames ,playingcards ,shuffle ,magician ,trick ,challenge'",No Pic Description,False,False,False,True
34,1719000,2024-11-11T17:13:49.000Z,364000,141,0,1,no hashtage,No Pic Description,False,True,False,True
35,16000,2024-11-07T17:35:18.000Z,77000,105,0,1,trending,No Pic Description,True,False,False,True
36,42000,2024-11-08T11:49:53.000Z,4775,50,0,1,"ADisneyChristmas ,HKDisneyland ,Hong Kong Disneyland '",No Pic Description,False,False,False,True
37,6707,2024-08-18T14:10:01.000Z,1998,8,0,1,Yilan accommodation ',No Pic Description,True,False,False,True
38,197000,2024-11-10T11:04:11.000Z,4,196,0,1,no hashtage,No Pic Description,False,True,False,True
39,281000,2024-11-12T13:44:01.000Z,12000,39,1,0,"LUCY ,Lucy ,Wendy's Young Street '",1 person's image.,True,False,False,False
40,571000,2024-10-10T14:53:20.000Z,49000,167,0,1,"viralreels ,instagood '",No Pic Description,False,False,False,True
41,645,2024-10-29T11:09:02.000Z,2065,14,0,1,"Hualien ,Hualien breakfast ,New opening '",No Pic Description,False,False,False,True
42,125000,2024-11-08T08:10:00.000Z,1169,7,0,1,"Sarah love ,Cheap maintenance ,Algae ,Muscle maintenance ,Sunscreen '",No Pic Description,False,False,False,True
43,36000,2024-11-03T14:02:45.000Z,879,4,0,1,"Spring rin ,Chunlang Music Festival ,Harunami 19 '",No Pic Description,False,False,False,True
44,480000,2024-11-09T08:00:00.000Z,17000,164,0,1,"actor ,movie ,Short film ,Short drama ,Koneko Film '",No Pic Description,True,False,False,True
45,451000,2024-11-09T20:45:03.000Z,2913,24,0,1,"fishing ,tunafishing ,fishingfunny ,fishrelease'",No Pic Description,False,False,False,True
46,117000,2024-11-11T07:12:52.000Z,1908,15,0,1,"Self -media business ,One -person team ,vlog ,Lightweight tripod '",No Pic Description,False,False,False,True
