Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,days_diff,have_error,is_empty
73,14000,2024-10-22 03:26:39,350,0,1,0,no hashtage,4 個人、伏見稻荷大社、東京鐵塔和文字的圖像.,33.0,False,True
74,26000,2024-11-07 12:00:00,1176,27,1,0,no hashtage,3 個人和文字的圖像.,17.0,False,True
75,136000,2024-11-08 18:43:04,25000,192,0,1,no hashtage,,16.0,False,True
76,2106000,2024-10-29 12:34:54,9150,182,0,1,"shock ,wasp'",,26.0,False,False
77,34600000,2024-11-07 12:45:09,,310,1,0,no hashtage,2 個人和文字的自拍照.,17.0,False,True
78,19000,2024-11-09 08:40:19,2,11,1,0,no hashtage,1 人、毛髮、連帽風衣和戶外的圖像.,15.0,False,True
79,2914000,2024-11-06 15:19:52,792000,331,0,1,"kawaii ,dish'",,18.0,False,False
80,353000,2024-11-06 19:01:27,383,20,0,1,no hashtage,,18.0,False,True
81,1197000,2024-11-02 23:44:45,,302,0,1,"genderrevealshow ,genderreveal ,pregnancy ,pinkorblue ,heorshe ,babyshowerideas ,itsaboy ,itsagirl ,babyontheway ,baby -gender ,baby shower decor ,viral ,viralreels ,instareels ,explore ,explorepage ,exploremore ,reel ,reelsinstagram ,reelsvideo ,reelsviral'",,22.0,True,False
82,62000,2024-10-15 01:52:16,,29,0,1,"explorepage ,Foreau ,reels ,instareels ,viralreels ,comedyreels ,funnyreels ,friendship ,jugiyar ,bff ,instagram ,trending ,explorepage ,instagood ,reelsvideo ,quoteshedyay ,beautiful ,new ,trending ,vairalvideo'",,40.0,True,False
83,198000,2024-10-11 10:34:39,10000,54,0,1,"Zhen milk dance challenge ,Zhen milk dance challenge ,Zhen milk dance challenge ,Bubbleta ,Joyce ,Tea shop '",,44.0,True,False
84,39000,2024-11-08 13:21:43,88228,39,0,1,"Taipei ,Taipei Hot Pot ,Taipei Spicy Pot ,Taipei Dinner ,Taipei Food Recommendation ,West gate town ,Ximending Food '",,16.0,True,False
85,113000,2024-11-08 12:52:05,2,11,0,1,"trending ,love ,trendingreels ,trendingaudio'",,16.0,False,False
86,2724000,2024-10-02 18:05:12,18000,296,0,1,no hashtage,,53.0,False,True
87,434000,2024-10-28 15:10:15,232,3,1,0,no hashtage,湖泊的圖像.,27.0,False,True
88,11000,2024-11-05 12:14:40,115,4,0,1,"Taitung ,Taitung Food ,Taitung dessert ,Taitung afternoon tea ,Happy Mung Bean Soup ,Mung Bean Coix Seed '",,19.0,True,False
89,31000,2024-09-28 04:00:07,6552,36,1,0,"A wild driftwoman robot created an event ,Landmark ,Camping package line online form ,Physical ticket sales ,Coastar ,Hello ,HourJungleCafé ,Yuanchuan users ,Quantity ,It's about to be open and not yet on sale '",一或多人、瀏海、海報、雜誌、行事曆和顯示的文字是「 Loron 22-24 NOVEMBER 2024 announcement of ۴ festival music 101 920 ETSRRECES E 蛋 O5 999979/1 森趣圈 家 康士坦的變化球 KST FT GIGO 怕胖團 怕胖團PAPUNBAND PAPUN BAND 拍謝少年 拍謝少年SORRYYOUTH SORRY YOUTH 傷心欲絕 傷心欲絕Wayne'sSoSac Wayne's So Sad icyball icyball冰球樂團 冰球樂團 ΕΝΤΗ POT 溫蒂漫步 Wendy Wander 莉莉周她說 Lily Chou-Chou Chou L SHOOTUP 伯爵白 Earl Blanc 上山 Over The Top 桑尼 Sonnie エ口紳士 Ero Gent (powered by 福造者] 里をい47。 ROCKKKK แ ခွန် Lohtpne OWERED 」的圖像.,57.0,False,False
90,11000,2024-11-11 11:11:04,693,9,0,1,"happylifepartnerday ,like ,viral'",,13.0,False,False
91,641000,2024-10-21 10:24:48,745000,667,0,1,no hashtage,,34.0,False,True
92,17000,2024-09-28 04:46:19,241,5,0,1,"Shilin Night Market ,Shilin Food ,Taipei Food ,Taipei attraction ,Beanflower ,Taipei dessert '",,57.0,False,False
93,685000,2024-11-12 02:30:23,70000,108,1,0,no hashtage,文字的圖像.,12.0,False,True
94,37000,2024-10-22 08:44:47,1242,13,0,1,"厅 啡 ,宫 宫 煦 天 行 行 ,Taipei ,Taipei Food ,gourmet food ,cafes ,taipei ,Taipei Cafe ,taipei ,taipeifood ,Xingtian Palace Food ,Xingtian Palace Cafe ,pudding ,pudding ,food ,foodporn ,foodphotography ,yummy ,dessert ,reels ,pasta'",,33.0,False,False
95,298000,2024-11-12 10:33:37,2720,8,0,1,"After the film ,Yan Yiwen ,Actress'",,12.0,False,False
96,21000,2024-10-29 04:19:15,,478,0,1,"POATRICHPAR ,saddish ,sadstatus ,sadedits ,trendingreels ,trendingnow ,sadeditsemotional ,trendingaudio ,sadmovies ,sadheartfeelings ,bachchanfamily ,aishwaryarai ,Esophagus ,bollywoodmovies ,Bollywoodloway ,bollywoodlovers ,sadmovies'",,26.0,False,False
97,765000,2024-11-07 10:23:14,22000,37,0,1,"Golden Sky Series ,oreo'",,17.0,False,False
98,144000,2024-11-11 10:18:22,3,3,0,1,"hahababy ,There are more than 10,000 to give it all over 10,000 ,Official website single consumption over 1,500 yuan in Taiwan is free ''",,13.0,False,False
99,51000,2024-10-04 01:24:04,46000,211,0,1,"Bestfriends ,loveislove ,bffgoals ,trendingreels'",,51.0,False,False
0,212000,2024-11-06 07:36:25,77000,180,0,1,no hashtage,,18.0,False,True
1,1390000,2024-11-12 09:18:44,5,23,1,0,no hashtage,文字的塗鴉.,12.0,False,True
2,194000,2024-11-09 17:32:13,1650,13,0,1,no hashtage,,15.0,False,True
3,162000,2024-11-10 13:21:14,7320,14,1,0,"chold ,Kishidan Expo 2024 '",5 個人、瀏海和文字的圖像.,14.0,False,False
4,39000,2024-11-09 12:18:55,423,63,0,1,"Tainan Food ,Tainan Food Notes ,Tainan brunch ,Tainan attraction ,Tainan afternoon tea ,Tainan ,Tainan Hong Kong -style tea ,Hong Kong -style tea '",,15.0,False,False
5,12550000,2024-08-28 18:42:46,4729000,711,0,1,no hashtage,,88.0,False,True
6,912000,2024-11-04 08:44:51,103000,247,0,1,no hashtage,,20.0,False,True
7,914000,2024-11-07 13:21:37,7552,42,1,0,"Winn 155 wear ,supreme ,stayreal ,timberland'",1 人、帽子、牛角扣大衣、夾克、連帽風衣和文字的圖像.,17.0,False,False
8,281000,2024-11-10 12:15:43,15000,120,0,1,no hashtage,,14.0,False,True
9,12000,2024-11-10 11:56:10,11000,52,0,1,"LUCY ,Wonder Libet 2024 ,WONDERLIVET2024'",,14.0,False,False
10,151000,2024-11-10 04:34:00,255,2,1,0,no hashtage,1 人、長大衣、羽絨外套、牛角扣大衣、飛行夾克、雨衣、連帽風衣、刷毛外套和文字的圖像.,14.0,False,True
11,470000,2024-11-05 17:46:24,105000,441,0,1,"ai ,babyfashion ,baby ,cute ,fyp ,lovely ,fashion'",,19.0,False,False
12,128000,2024-11-11 04:45:48,774,4,0,1,"Ida -hye ,Ida Honor Leader ,Cheerleader ,Kia Tigers ,Li Duohui ,cheerleaders ,Taiwanese baseball cheer ,Little Dragon Girl ,Tianmu Baseball Stadium '",,13.0,False,False
13,51000,2024-11-12 12:06:41,585,8,0,1,"Miquan Dragon ,Little Dragon Girl ,Pepsi '",,12.0,False,False
14,26000,2024-11-12 07:07:29,245,1,1,0,"Aoyama stage ,West China Stage ,Straight -end stage ,Market ,Urban walk ,20.24 million Huazhuo ,Hip -hop ,Roarnowbike ,WAN HU A",懶猴、海報、行事曆和文字的插圖.,12.0,False,False
15,33000,2024-11-11 03:03:27,3199319999,35,1,0,"Yang Jingxiang ,Zhan Jie ,Thank you for watching the show ,Thank you fans who brush infinitely ,Thank you for giving so many support from Wumu University '",2 個人、單簧管和音樂會的圖像.,13.0,False,False
16,183000,2024-11-07 14:30:26,234000,168,0,1,"reel ,reelfel ,reelsinstagram ,reelsvideo ,relatable ,Reelindia ,explorepage ,trendingreels ,fyp ,memes ,memesdaily'",,17.0,False,False
17,32000,2024-10-17 16:23:52,513,48,1,0,no hashtage,1 人、美妝和毛髮的特寫.,38.0,False,True
18,989000,2024-11-10 04:16:22,20000,106,1,0,"eminentluggage ,eminent ,Wan Guo Tong ,KK74 ,Funloader'",1 人、手提箱、運動褲、連帽風衣、行李箱、公事包和文字的圖像.,14.0,False,False
19,114000,2024-11-11 12:25:48,1405,11,0,1,no hashtage,,13.0,False,True
20,9369,2024-11-09 07:15:11,122,0,1,0,no hashtage,4 個人、瀏海、雜誌、海報、音樂會和文字的圖像.,15.0,False,True
21,740000,2024-11-06 05:38:16,6029,26,0,1,no hashtage,,18.0,False,True
22,125000,2024-11-07 09:10:00,8133,31,0,1,no hashtage,,17.0,False,True
23,30000,2024-11-08 11:09:32,2702,6,1,0,"lowiq01 ,lowiq01andtherhythmmakersplus ,Samurai ,Challenge 25 ,Hibiya No Outdoor Music Hall ,Ichikawa entertainer '",懶猴和文字的圖像.,16.0,False,False
24,576000,2024-11-12 03:35:37,11000,67,1,0,"Maple Sugar Poster ,ELLE Living Circle ,Elletaiwan ,McDonald's ,Thick bulletbuba ,McDonalds ,Muffin burger ,McDonald's Breakfast '",鬆餅機、薄煎餅、麵包、三明治和文字的圖像.,12.0,False,False
25,29340000,2024-11-10 15:36:24,160000,122,0,1,no hashtage,,14.0,False,True
26,114000,2024-11-02 11:23:07,165000,313,0,1,"Istanbul ,istanbul ,Türkiye ,turkey ,Stock ,bursa ,Lover ,Swanjah ,Distribution ,Tourism in Turkey ,Trabzon ,North - Turkish ,Kuwait ,Saudi Arabia ,The UAE ,Qatar'",,22.0,False,False
27,14000,2024-11-06 22:35:00,45,2,0,1,"Sponsorship ,KEYTH ,Color Drags ,Pink magnet cushion ,Cushion recommendation ,Glow cushion ,Moist cushion ,Brilliance cushion ,Water light cushion ,Dry cushion ,Ultra -denser cushion ,Mulkwang Makeup '",,18.0,False,False
28,402,2024-11-11 13:27:44,574,0,0,1,"Yalda Clamp ,Coat_Night_Ilda ,Yalda ,Yalda_Bark ,Yalda Papion ,Market ,Bazarardbell ,Broadcasting ,Yalda clamp ,Papion_Children ,Baby headband ,Yalda_Bark ,Fantasy headband ,Papion_ziba ,The accessory of the hair '",,13.0,False,False
29,332000,2024-11-12 09:36:59,23000,136,1,0,"Vulgarity ,Hiro 25 ,Honghong's second five shines blooming ,Public interest ,Korean artisan ,Zhao Juanzhou ,La La team '",1 人、毛髮和洋裝的圖像.,12.0,False,False
30,52000,2024-10-28 10:00:27,4441,34,1,0,"Sacrifice ,EMERGEFEST ,Appearing sacrifice 2025 ,Jerusalem 025 ,Adventure park ,HUSH ,Zoo nail house ,hue ,Helsinki Lambda Club ,Mindbody",海報和文字的圖像.,27.0,False,False
31,978000,2024-11-04 08:02:29,4678,28,0,1,"Akshakumar ,Akshaya 6882 ,Axis ,Akshayafan ,Akshayakumarkingdom ,akshaykumarstatus ,akshaykumarfanbase ,akshaykumarcomedy ,akshaykumarprideofindia ,Auxyemamus ,Akshayummeme ,akshaykumardaily ,akshaykumarfanclub ,akshaykumarfans ,akshaykumarforever ,Akshakumar 2021 ,Auxy ,akshaykumarquotes ,akshaykumarmovies ,Khilakumar ,Khilakumar ,Khiladi ,Khilakumar ,akkiansforever ,Akkias ,Akkiasloway ,Akkias ,Khilakumar '",,20.0,False,False
32,10000,2024-10-31 03:46:11,179,10,1,0,no hashtage,1 人、海洋和海灘的圖像.,24.0,False,True
33,32000,2024-11-11 09:18:24,519,14,0,1,"Sanheyuan Old House ,Daughter eats Tainan ,Tainan ,Tainan Food ,Tainan Dinner ,Tainan barbecue ,Tainan brunch ,Tainan must eat ,Tainan New Store ,Tainan Snack '",,13.0,False,False
34,57000,2024-11-10 14:23:28,5526,5,1,0,no hashtage,1 人、披風和迷你裙的圖像.,14.0,False,True
35,51000,2024-11-07 10:10:00,2861,3,0,1,"Miquan Dragon ,Thanksgiving '",,17.0,False,False
36,122000,2024-10-25 16:33:49,97000,158,0,1,"trending ,viral ,Foreau ,Nameart ,namevideo ,reelsinstagram ,lyrics ,trending ,marathilove ,Lovestory ,romantic ,reelinstagram ,goodnight ,reels ,insta ,Igtv ,instalove ,instareels ,statuslover ,love ,sad ,breakup ,bolloywood ,songs ,Whatsappastatus ,reelsinstagram ,reel ,explorelove ,explorepage'",,30.0,False,False
37,164000,2024-11-13 09:49:19,2,65,0,1,no hashtage,,11.0,False,True
38,4926,2024-11-11 07:14:03,48,2,0,1,"New family ,Family food ,Supermarket food ,Supermarket limit ,Supermarket dessert ,Emina ,Snack control ,Family dessert ,Family limitation ,Japanese snacks ,Family limitation ,Taiwan food ,Cheese ,Diet control ,Taichung Food ,Taoyuan Food ,Taipei Food '",,13.0,False,False
0,41000,2024-11-05 01:25:00,14000,261,0,1,"travel ,facts ,trip ,okay'",,19.0,False,False
1,209000,2024-11-09 09:37:06,359,1,1,0,groundsfootwear',4 個人、牛角扣大衣、長大衣和街道的圖像.,15.0,False,False
2,1459000,2024-11-09 13:10:43,22000,32,1,0,no hashtage,5 個人、東京鐵塔和文字的圖像.,15.0,False,True
3,178000,2024-10-18 13:21:03,717,0,0,1,"Golden Bell 59 ,A Ken ,Natto '",,37.0,False,False
4,21000,2024-11-11 15:44:05,1182,14,1,0,"TizzyBac25th ,Shareholder meeting and new song listening meeting ,Railway Daily Limited '",人群和音樂會的圖像.,13.0,False,False
5,57000,2024-11-02 07:11:48,8853,148,0,1,"comedy ,camel ,cactus ,lemon ,fact ,test ,eat ,camelfact ,disassence ,meme ,funnyreel ,viralreel ,instaviral'",,22.0,False,False
6,9724,2024-11-12 08:32:12,395,5,1,0,"Solutions ,THESOLUTIONS ,Grand Mint Festival '",喇叭、人群和音樂會的圖像.,12.0,False,False
7,28000,2024-11-11 06:02:00,2840,43,1,0,no hashtage,5 個人和音樂會的圖像.,13.0,False,True
8,39000,2024-11-13 10:32:00,179,83,0,1,"Tainan ,tainanfood ,Tainan ,Tainan Food ,Tainan attraction ,Tainan afternoon tea ,Tainan Food Notes ,Tainan Travel ,Tainan Travel ,Tainan Food Map ,Tainan dessert ,Tainan Cafe """,,11.0,False,False
9,43000,2024-11-12 06:03:56,1686,0,1,0,no hashtage,1 人、音樂會和文字的圖像.,12.0,False,True
10,766000,2024-11-09 20:06:53,47000,253,0,1,no hashtage,,15.0,False,True
11,4280,2024-11-11 14:31:08,,12,1,0,"Pinkwibus ,ColorPop ,Inmylement ,SassyStyle ,ContentCreatorLife ,Streetstyle ,AestheticVibes ,ModelLifestyle ,BoldAndBright ,before_thia ,WinterFeels ,feelinggood ,Kissememore ,summervibes ,partyvibes ,Warm mood ,ugc ,ugccreator ,contentcreator ,Summer in the winter ,commercialmodel'",1 人和帽子的圖像.,13.0,False,False
12,17000,2024-11-11 10:04:39,146,9,1,0,"Skirt coat ,Kataman_Majasi ,A long skirt coat ,Dresses ,Set_Ilda ,Long plase skirt ,Coat_Stan ,Stylish skirt coat '",裙子、網子和洋裝的圖像.,13.0,False,False
13,9369,2024-11-10 05:30:07,27,0,1,0,no hashtage,,14.0,False,True
14,84000,2024-11-11 17:09:04,90129,8,0,1,no hashtage,,13.0,False,True
15,4953000,2024-11-10 09:46:11,311000,310,0,1,no hashtage,,14.0,False,True
16,255000,2024-11-13 00:40:00,7953,70,1,0,"Tainan ,Tainan Food '",3 個人、長髮、暮光、雲和文字的圖像.,11.0,False,False
17,40000,2024-10-22 04:00:19,3048,8,1,0,"Take the public transport and draw towels ,Free admission ,Rock Taichung 2024 ,ROCKINTAICHUNG'",海報、雜誌和文字的普普藝術品.,33.0,False,False
18,209000,2024-11-08 12:30:42,9500,24,1,0,"Livejapan life ,Likejapan_ Editor Department '",炸薯條、紙箱和文字的圖像.,16.0,False,False
19,23000,2024-11-08 13:19:02,9403,35,0,1,"Kaohsiung ,Kaohsiung Christmas Tree ,Kaohsiung Christmas ,Christmas tree ,Christmas ,merrychristmas ,christmas ,christmastree ,snowflake ,skmpark ,SKMPARKOUTLETS Kaohsiung Caoyi '",,16.0,False,False
20,433000,2024-09-15 12:30:00,17000,10,0,1,"food ,Street food ,indianstreetfood ,viralfood ,explore ,Runrophones ,reelfel ,Instagram Reels ,reels ,crispyfoodstation ,candy'",,70.0,False,False
21,139000,2024-11-07 04:32:11,66000,147,0,1,"Send you a unique heart ,DIY burning letter ,Handmade card material package ,Creative card ,Birthday gift ,INS Feng greeting card '",,17.0,False,False
22,480000,2024-11-09 08:00:00,2263,5,1,0,"Masahiro Umeda ,Mariko Akama ,Yoshida Einen ,Keisuke Nishito ,Yu Ogawa ,Shigeru Osako ,Tomohiro Ikeda ,Momoka Kitano ,Sannanoichi ,Sannanoichi ,Ryotaro Kawaguchi ,Nishiyama Yoshiro ,Moe Hirao ,Yuki Komasui ,Aputure ,BABE ,Masahiro's Nishitaka Life ,actor ,actor ,movie ,Short film ,Short film ,Short drama ,Koneko Film '",2 個人、大家在讀書、大家站著和文字的圖像.,15.0,False,False
23,141000,2024-11-08 04:07:05,1533,79,0,1,no hashtage,,16.0,False,True
24,43000,2024-11-12 10:03:33,3,51,0,1,no hashtage,,12.0,False,True
25,348000,2024-10-22 11:38:43,12000,51,0,1,"reels ,food ,Foreau ,fyp ,feed ,viral ,indonesia ,homemade ,foodstagram ,foodphotography ,jakarta ,bandung ,malaysia ,surabaya ,foodies ,cheap ,snack ,at home ,culinary ,catering ,Healthy ,KulinerJakarta ,Kulinarymancy '",,33.0,False,False
26,787000,2024-10-27 04:52:21,14000,47,1,0,no hashtage,4 個人、蠟燭和文字的圖像.,28.0,False,True
27,168000,2024-11-08 20:51:12,3636,44,1,0,no hashtage,1 人、吉他和文字的圖像.,16.0,False,True
28,12000,2024-11-11 20:15:04,332,20,1,0,no hashtage,文字的圖像.,13.0,False,True
29,295000,2024-11-06 18:29:10,1106,9,1,0,no hashtage,1 人、洋裝和文字的圖像.,18.0,False,True
30,668000,2024-10-17 07:41:22,3144000,190,0,1,"polarbear ,icecream ,aiart ,artcommunity ,cub ,cutebear ,art ,polar ,arctic ,ice-cream'",,38.0,False,False
31,9125,2024-10-12 12:21:57,126,4,0,1,"Hualien ,Hualien City ,Hualien Food ,gourmet food ,Taiwanese food ,gourmet food ,Hualien Travel ,trip ,Hualien attraction ,Attraction ,Hualien Restaurant ,Dining room ,Hualien Travel ,travel ,Taiwan travel ,Taiwan attraction ,Hualien Travel ,Hualien must eat ,Must eat ,Food map ,Dinner ,family ,Couple ,student ,Donghua University ,Tzu Chi University ,cafes ,Hualien Cafe ,Baking ,dessert'",,43.0,False,False
32,132000,2024-11-08 10:32:22,620,12,0,1,"Cherish life ,Chen Peixian Jesslyn ,A Rong and Ayu '",,16.0,False,False
33,862000,2024-11-09 17:02:56,6054,173,0,1,"cardtrick ,cardmagic ,cardgames ,playingcards ,shuffle ,magician ,trick ,challenge'",,15.0,False,False
34,1719000,2024-11-11 17:13:49,364000,141,0,1,no hashtage,,13.0,False,True
35,16000,2024-11-07 17:35:18,77000,105,0,1,"trending ,trendingreels'",,17.0,False,False
36,42000,2024-11-08 11:49:53,4775,50,0,1,"ADisneyChristmas ,HKDisneyland ,Hong Kong Disneyland '",,16.0,False,False
37,6707,2024-08-18 14:10:01,1998,8,0,1,"Yilan B & B ,Yilan accommodation '",,98.0,False,False
38,197000,2024-11-10 11:04:11,4,196,0,1,no hashtage,,14.0,False,True
39,281000,2024-11-12 13:44:01,12000,39,1,0,"LUCY ,Lucy ,Choi Sang -yeop ,Wendy's Young Street '",1 人的圖像.,12.0,False,False
40,571000,2024-10-10 14:53:20,49000,167,0,1,"viralreels ,instagood '",,45.0,False,False
41,645,2024-10-29 11:09:02,2065,14,0,1,"Hualien ,Hualien breakfast ,New opening '",,26.0,False,False
42,125000,2024-11-08 08:10:00,1169,7,0,1,"Sarah love ,Cheap maintenance ,Algae ,Muscle maintenance ,Sunscreen '",,16.0,False,False
43,36000,2024-11-03 14:02:45,879,4,0,1,"Spring rin ,Chunlang Music Festival ,Harunami 19 '",,21.0,False,False
44,480000,2024-11-09 08:00:00,17000,164,0,1,"Masahiro's Nishitaka Life ,actor ,actor ,movie ,Short film ,Short film ,Short drama ,Koneko Film '",,15.0,False,False
45,451000,2024-11-09 20:45:03,2913,24,0,1,"fishing ,We are overwhelming ,fishingfunny ,fishrelease'",,15.0,False,False
46,117000,2024-11-11 07:12:52,1908,15,0,1,"Self -media business ,One -person team ,vlog ,Lightweight tripod '",,13.0,False,False
47,32000,2024-11-10 14:33:48,834,40,0,1,no hashtage,,14.0,False,True
48,353000,2024-11-06 19:01:27,383,20,0,1,no hashtage,,18.0,False,True
49,329000,2024-11-13 13:24:29,608,5,0,1,"OOTD ,outfitoftheday'",,11.0,False,False
50,1147000,2024-11-08 08:23:30,160000,258,0,1,no hashtage,,16.0,False,True
51,94000,2024-11-07 12:52:33,21,2,1,0,"xlarge ,xlargejp ,xlarge_snap ,xlargeumeda ,hepfive ,Umeda HEPFIVE ,outfit ,outfitinspiration ,outfitideas ,Coordination ,Styling video '",1 人、牛角扣大衣、羽絨外套、皮草、長大衣、連帽風衣、飛行夾克和口罩的圖像.,17.0,False,False
52,19000,2024-11-11 11:00:29,1744,46,0,1,no hashtage,,13.0,False,True
53,57000,2024-10-27 13:20:53,2814,20,1,0,"Winter Hong Kong Weixi Loying ,Thousands of people ,Cola tour ,Hong Kong free line ,Ding Ding Che Pato '",1 人的圖像.,28.0,False,False
54,1585,2024-11-09 13:58:55,40,0,1,0,"Harolded stone ,BECK ,THEBAND ,IFIFELL",3 個人、牛角扣大衣、口罩、矢車菊和文字的普普藝術品.,15.0,True,False
55,1306000,2024-11-09 07:21:30,61000,256,0,1,"Countryside ,Life",,15.0,True,False
56,23000,2024-11-13 12:48:06,211,9,0,1,"Native ,Kaohsiung ,Kaohsiung market ,Lantern ,Festival ,Water bridge ,health'",,11.0,False,False
57,41000,2024-10-31 12:54:20,11000,49,0,1,"Ichigi Hom Best_Find the Tea Family ,Centennial Tochigi donut ,Tree tomato juice ,Alishan National Forest Amusement Area ,Alishan ,Alishan Scenic Spots ,Alishan B & B ,Chiayi ,Chiayi Food ,Chiayi Homestay '",,24.0,True,False
58,2348000,2024-11-07 11:54:03,82000,148,0,1,"Bikoster ,MannaHero ,Table ,BKMN ,BikosManna ,& Education '",,17.0,False,False
59,36000,2024-10-22 10:17:22,286,1,0,1,"Pre -sale ticket ,On -site ticket ,Spring rin ,Chunlang Music Festival ,Taichung ,Hiroyuki Akiyama ,Be a guy into the mountains and autumn ,Spring Nami 19 ,Music Festival '",,33.0,True,False
60,3270000,2024-10-11 17:14:28,,130,0,1,"Fashion ,Girl'",,44.0,False,False
61,41000,2024-11-11 12:18:05,479,2,1,0,"advertisement ,Fila ,fila ,Fila padding ,Filaflow down ,Padding recommendation ,Han So Hee Padding ,selfie ,daily ,ootd'",1 人、長大衣、羽絨外套、牛角扣大衣、連帽風衣、高領上衣、毛皮和夾克的圖像.,13.0,False,False
62,151000,2024-11-09 12:52:46,277,1,1,0,no hashtage,1 人、毛髮、長大衣、牛角扣大衣、羽絨外套、飛行夾克、雨衣、高領上衣、連帽風衣和休閒西裝外套的圖像.,15.0,False,True
63,329000,2024-11-07 13:38:49,3210,17,0,1,no hashtage,,17.0,False,True
64,11000,2024-11-04 12:07:04,162,0,0,1,"Taitung new opening ,Taitung Cafe ,Taito Pond ,Haruita Joy ,Taitung afternoon tea ,Pond ,Chishang food '",,20.0,False,False
